Sentence,True Sentiment,Predicted Sentiment,Model Confidence
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .@positive",,positive sentiment,0.9998699426651001
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .@neutral",,neutral sentiment,0.9998548030853271
No changes in media activity were seen in October compared with September .@neutral,,neutral sentiment,0.9995802640914917
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .@positive",,positive sentiment,0.99982088804245
"However , the brokers ' ratings on the stock differ .@neutral",,neutral sentiment,0.9994235634803772
"On preliminary estimate , the hotel will operate under the brand Novotel .@neutral",,neutral sentiment,0.9998094439506531
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .@neutral",,positive sentiment,0.8465734124183655
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .@positive,,positive sentiment,0.9991170167922974
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .@neutral,,neutral sentiment,0.9996615052223206
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .@neutral",,neutral sentiment,0.9997516870498657
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .@positive",,positive sentiment,0.9998713135719299
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .@negative",,negative sentiment,0.9960430264472961
Yakima created the position for him after emerging from economic downturns of its own .@neutral,,neutral sentiment,0.9995698928833008
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .@positive",,positive sentiment,0.9998074769973755
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .@neutral,,neutral sentiment,0.9998820424079895
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .@neutral",,neutral sentiment,0.9998018741607666
Deliveries have started and the network will be ready for a launch soon .@positive,,positive sentiment,0.9988669157028198
"The mill will have capacity to produce 500,000 tonnes of pulp per year .@neutral",,neutral sentiment,0.9997686147689819
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .@neutral",,neutral sentiment,0.9998375177383423
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .@neutral,,neutral sentiment,0.9997606873512268
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .@neutral",,neutral sentiment,0.9997467994689941
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .@neutral",,neutral sentiment,0.9998295903205872
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .@positive,,positive sentiment,0.9998307228088379
The shops are located in the capital region and the Paijat-Hame region .@neutral,,neutral sentiment,0.9997700452804565
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .@neutral,,neutral sentiment,0.9998549222946167
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .@negative",,negative sentiment,0.999839186668396
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .@positive,,positive sentiment,0.9934759140014648
"shock phase ' , consumers have once again started to plan and implement building projects .@neutral",,neutral sentiment,0.9988391995429993
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .@neutral",,neutral sentiment,0.9997729063034058
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .@neutral,,neutral sentiment,0.9997493028640747
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .@neutral",,neutral sentiment,0.9986086487770081
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .@neutral",,neutral sentiment,0.9996200203895569
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .@neutral",,neutral sentiment,0.9998362064361572
Absolut Bank is exploring the possibility of further borrowing .@neutral,,neutral sentiment,0.9998403787612915
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .@neutral,,neutral sentiment,0.9997768402099609
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .@positive",,positive sentiment,0.9998819828033447
"In the Baltic countries , Atria 's target is organic growth .@neutral",,neutral sentiment,0.9997017979621887
His resignation will take effect immediately .@neutral,,neutral sentiment,0.9985530972480774
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .@neutral",,neutral sentiment,0.999851644039154
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .@positive",,positive sentiment,0.9997991323471069
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .@positive",,positive sentiment,0.9973871111869812
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t@positive",,positive sentiment,0.9952292442321777
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .@neutral,,neutral sentiment,0.9997537732124329
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .@positive",,positive sentiment,0.9989265203475952
The StoneGate UTM solution offers protection against inbound and outbound attacks .@positive,,positive sentiment,0.991487979888916
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .@positive,,positive sentiment,0.998271107673645
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .@neutral,,neutral sentiment,0.9996879696846008
Acquisitions have been made and businesses have been well integrated .@positive,,positive sentiment,0.9998354315757751
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .@neutral",,neutral sentiment,0.9993624687194824
The studies are expected to start in 2008 .@neutral,,neutral sentiment,0.9993602633476257
Feed companies Suomen Rehu and Raisio do no import GMO feed .@neutral,,neutral sentiment,0.9997408390045166
"At this growth rate , paying off the national debt will be extremely painful .@negative",,negative sentiment,0.9996159076690674
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .@positive",,positive sentiment,0.9887641668319702
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .@positive",,positive sentiment,0.9998699426651001
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .@positive",,positive sentiment,0.9996463656425476
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .@neutral",,neutral sentiment,0.9997920393943787
"pct lower at 4,442.10 .@neutral",,negative sentiment,0.8883959650993347
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .@positive,,positive sentiment,0.9974848031997681
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .@neutral",,neutral sentiment,0.9997881650924683
Financial details were not disclosed .@neutral,,neutral sentiment,0.9994912147521973
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .@positive,,positive sentiment,0.9998837113380432
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .@positive,,positive sentiment,0.9996876120567322
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .@neutral,,neutral sentiment,0.9997114539146423
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .@neutral,,neutral sentiment,0.9996646642684937
No financial details were available .@neutral,,neutral sentiment,0.9994328618049622
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .@neutral,,neutral sentiment,0.9967290163040161
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .@neutral,,neutral sentiment,0.9962864518165588
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .@neutral",,neutral sentiment,0.9997995495796204
"So far the company has awarded more than $ 350,000 worth of tools and materials .@neutral",,neutral sentiment,0.9997167587280273
"Operating profit surged to EUR21m from EUR106 ,000 .@positive",,positive sentiment,0.9998660087585449
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .@neutral,,neutral sentiment,0.9998199939727783
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .@positive",,positive sentiment,0.9997349381446838
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .@negative",,negative sentiment,0.9996647238731384
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .@neutral",,neutral sentiment,0.9997513890266418
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .@negative",,negative sentiment,0.9998457431793213
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .@neutral",,neutral sentiment,0.9994914531707764
The expansion is to be finalized in the autumn of 2009 .@neutral,,neutral sentiment,0.9996681213378906
`` It allows the young child to move forward with his life . ''@positive,,positive sentiment,0.999812126159668
Rimi supermarket is the key customer in Magistral center .@neutral,,neutral sentiment,0.9997971653938293
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .@neutral",,neutral sentiment,0.9997200965881348
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .@negative",,negative sentiment,0.99985271692276
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .@neutral,,neutral sentiment,0.999708354473114
"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .@neutral",,neutral sentiment,0.9996349811553955
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .@positive",,positive sentiment,0.9997876882553101
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .@neutral",,neutral sentiment,0.9998475909233093
`` Serving customers locally is one of the cornerstones of customer focus for us .@neutral,,neutral sentiment,0.999824047088623
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .@neutral",,neutral sentiment,0.9997369050979614
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .@neutral,,neutral sentiment,0.9998608231544495
The electricity requirement of networks will grow with the new mobile generation .@neutral,,neutral sentiment,0.9997659921646118
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .@positive,,positive sentiment,0.9985451102256775
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .@neutral",,neutral sentiment,0.9998257756233215
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .@negative",,negative sentiment,0.9997342824935913
The value of the confirmed aircraft orders totals EUR 2bn .@neutral,,neutral sentiment,0.9992669224739075
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .@neutral",,neutral sentiment,0.9998580813407898
"International sales rose by 59.8 % to EUR 1,244.4 mn .@positive",,positive sentiment,0.9998872876167297
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .@neutral",,neutral sentiment,0.999756395816803
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .@negative",,negative sentiment,0.9973702430725098
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .@neutral",,neutral sentiment,0.9998351335525513
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .@positive",,positive sentiment,0.9998262524604797
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .@neutral,,neutral sentiment,0.9998434782028198
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .@positive",,positive sentiment,0.9996604323387146
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .@negative",,negative sentiment,0.9998672604560852
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .@negative",,negative sentiment,0.9998593926429749
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .@neutral,,neutral sentiment,0.9998775720596313
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .@neutral",,neutral sentiment,0.9998255968093872
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .@neutral,,negative sentiment,0.7785114645957947
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .@positive",,positive sentiment,0.999871551990509
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .@positive,,positive sentiment,0.9973481893539429
Cargo volume increased by approximately 5 % .@positive,,positive sentiment,0.9998647570610046
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .@negative,,negative sentiment,0.9998385310173035
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .@neutral",,neutral sentiment,0.998786449432373
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .@negative",,negative sentiment,0.9973644018173218
The value of the deal is estimated at between SEK25m and SEK50m .@neutral,,neutral sentiment,0.999789297580719
The value of the order is EUR 4mn .@neutral,,neutral sentiment,0.9998085498809814
Le Lay succeeds Walter G++nter and will be based in Finland .@neutral,,neutral sentiment,0.9996867179870605
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .@positive",,positive sentiment,0.9995675683021545
"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .@neutral",,neutral sentiment,0.9998173117637634
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .@positive,,positive sentiment,0.9998712539672852
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .@positive",,positive sentiment,0.9974661469459534
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a@negative",,negative sentiment,0.9998332858085632
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .@neutral,,neutral sentiment,0.9991976618766785
Autotank Group is part of Aspo 's Systems Division .@neutral,,neutral sentiment,0.999796450138092
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .@neutral",,neutral sentiment,0.9997649788856506
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .@neutral",,neutral sentiment,0.9997196197509766
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .@neutral,,neutral sentiment,0.9998233318328857
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .@neutral",,neutral sentiment,0.9998710751533508
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .@negative,,negative sentiment,0.9997266530990601
"It s an area that is highly valued , because most of the land there has already been built on .@neutral",,neutral sentiment,0.9997729063034058
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .@negative",,negative sentiment,0.9998613595962524
Results are expected late in 2006 .@neutral,,neutral sentiment,0.9996389150619507
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .@positive,,positive sentiment,0.9974097609519958
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .@neutral,,neutral sentiment,0.9994714260101318
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .@positive",,positive sentiment,0.9998753666877747
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .@neutral",,neutral sentiment,0.9998213052749634
Why not give your bedroom a cool makeover for summer .@neutral,,neutral sentiment,0.997864305973053
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .@neutral",,neutral sentiment,0.9998388290405273
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .@positive",,positive sentiment,0.9971868991851807
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .@neutral",,neutral sentiment,0.9993882179260254
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .@neutral",,neutral sentiment,0.999645471572876
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .@positive,,positive sentiment,0.9998341798782349
The company will use the assets for strengthening its balance sheet and financial position .@positive,,positive sentiment,0.9985532760620117
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .@positive",,positive sentiment,0.9998824000358582
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .@positive,,positive sentiment,0.9997073411941528
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .@neutral",,neutral sentiment,0.9998383522033691
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .@neutral",,positive sentiment,0.5018718242645264
"Previously , the company anticipated its operating profit to improve over the same period .@positive",,positive sentiment,0.9998229146003723
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .@neutral,,neutral sentiment,0.9989320039749146
The arrangements do not apply to the group 's units outside Finland .@neutral,,neutral sentiment,0.9995909929275513
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .@neutral,,neutral sentiment,0.9998198747634888
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .@neutral",,neutral sentiment,0.9997750520706177
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .@neutral",,neutral sentiment,0.9997740387916565
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .@neutral",,neutral sentiment,0.999869167804718
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .@neutral",,neutral sentiment,0.9998683333396912
"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .@positive",,positive sentiment,0.9982506036758423
Possible personnel reductions concern approximately 104 people .@negative,,negative sentiment,0.9991394281387329
The company is well positioned in Brazil and Uruguay .@positive,,positive sentiment,0.9997905492782593
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .@negative",,negative sentiment,0.9998447895050049
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .@neutral,,neutral sentiment,0.9992532730102539
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .@positive,,positive sentiment,0.9945030212402344
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .@neutral,,neutral sentiment,0.9974366426467896
`` I warmly welcome Michael Frei to Outotec .@positive,,positive sentiment,0.999700129032135
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .@neutral",,neutral sentiment,0.9997080564498901
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .@neutral",,neutral sentiment,0.9998332262039185
NetCom expects to complete Turbo 3G deployment in these areas this year .@neutral,,neutral sentiment,0.9997993111610413
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .@positive",,positive sentiment,0.9998367428779602
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .@neutral",,neutral sentiment,0.9995924234390259
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .@negative,,negative sentiment,0.9998266100883484
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .@neutral,,neutral sentiment,0.9997074007987976
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .@positive",,positive sentiment,0.9984716773033142
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .@neutral",,neutral sentiment,0.9998212456703186
"The Russian government will contribute 20 % of the necessary funds , he said .@neutral",,neutral sentiment,0.9991410374641418
The value of the total investment is about EUR 600mn .@neutral,,neutral sentiment,0.9998591542243958
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .@positive,,positive sentiment,0.9997047185897827
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .@positive,,positive sentiment,0.9996025562286377
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .@neutral,,neutral sentiment,0.9989627003669739
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .@neutral,,neutral sentiment,0.9998378753662109
"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .@neutral",,neutral sentiment,0.9998578429222107
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .@positive,,positive sentiment,0.9998695254325867
The company 's market share is continued to increase further .@positive,,positive sentiment,0.9998680353164673
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .@positive",,positive sentiment,0.9952093958854675
The value of the three-year contract is estimated at EUR40m .@neutral,,neutral sentiment,0.9997873306274414
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .@neutral",,neutral sentiment,0.9990765452384949
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .@negative,,negative sentiment,0.9998047351837158
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .@positive",,positive sentiment,0.9995208382606506
No pricing details were disclosed .@neutral,,neutral sentiment,0.9997695684432983
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .@neutral,,neutral sentiment,0.9997975826263428
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .@negative,,negative sentiment,0.9998557567596436
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .@neutral,,neutral sentiment,0.9998396039009094
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .@neutral",,neutral sentiment,0.9998167753219604
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .@neutral",,neutral sentiment,0.9998849630355835
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .@negative",,negative sentiment,0.9998652338981628
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .@neutral,,neutral sentiment,0.999795138835907
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .@positive",,positive sentiment,0.9998892545700073
The dividends payable annually shall be deducted from the share subscription price .@neutral,,neutral sentiment,0.9998294711112976
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .@positive",,positive sentiment,0.9998012185096741
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''@positive",,positive sentiment,0.9959881901741028
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+ñrtsil+ñ with UV technology for ballast water treatment .@neutral",,neutral sentiment,0.9994275569915771
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .@positive,,positive sentiment,0.9651556611061096
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .@neutral,,neutral sentiment,0.999825119972229
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .@positive,,positive sentiment,0.9963219165802002
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .@neutral",,neutral sentiment,0.9993650317192078
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .@positive",,positive sentiment,0.9995553493499756
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .@neutral",,neutral sentiment,0.9995160698890686
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .@negative",,negative sentiment,0.9971659183502197
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .@positive",,positive sentiment,0.9988207221031189
